,messid,lat,lng,did,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,573bf1d9864fce1a9af8c5c9,39.606689521599996,-104.958489931,473335.0,1.3665121405744267,2.726446328544046,-4.420428512901557,6.078664960468194,-0.3823607149735744,0.04269542395554072,-0.47782365176813496,1.5712828494266986,0.36557289389971026,2.4508792492158396,-0.5494549160127689,-4.685592279602643,9.01004548197981,14.011440410816986,1.4195952530862985,-1.6292675616564367,0.02700588176749769,1.0026885845887716,1.961527317566476,-1.090780054701009,-15.088541256813974,-1.1928476517186684,14.01945795745509,-2.0216878887406797,-0.4546821186095519,3.0335304459735113,-5.714823407215392,0.2103086977292297,1.9645630302334547,-3.181899002846277
1,573bf3533e952e19126b256a,39.6377412341,-104.958554156,473335.0,0.019847918822704376,-0.4587441923690437,-0.35867355837865833,2.0514851470237794,-0.26897083638285507,-0.14471877238761122,-0.23249087469380258,-0.0920020357528991,0.5513901780959364,1.3218674309702192,-0.3090551437458827,-1.265662408835634,0.626746108693203,1.5127785843431583,-0.28829948250154375,-0.57858519345432,-0.037606628545040786,-0.3678825602848036,0.5586847869844257,0.2997567685562222,-3.4583790425184486,-0.1730916867904653,1.4164827727198548,0.013686374800310023,-0.028211342163134177,0.8066624642518554,-0.13179287425324565,-0.016675980575733405,0.20462004833588912,0.6296278864868162
2,573c0cd0f0fe6e735a699b93,39.7304174328,-104.96894015299999,473953.0,-0.19054010286876,1.1316940454371556,-2.324108705496332,1.2250733093932007,-0.19923925779268956,-0.011130858089870105,-0.30992310898409015,-0.004294445912298062,1.6322189799321352,-2.2515064949106907,0.3577387806476305,2.837552576515299,0.8800569136659963,-1.2531700713269127,-0.6308761700036885,-1.2336079760168681,-0.08705669174145299,-0.577100919262093,0.8589958542320132,-2.266108900680009,-3.3795613393207096,3.5781208170495415,-2.6836699791328495,-1.6909119725537265,-0.3437338381078875,-6.447992937879201,5.331708540613261,0.41721655294386034,-1.5132551855340401,1.68553076576142
3,573c1272f0fe6e735a6cb8bd,39.693101972,-105.00699527399999,476512.0,1.5843848881603142,-0.5805555396121058,-3.033106724204011,7.554418477305466,-1.095781943378663,-0.8747481942665116,-0.7615654812087017,-1.3390237133367622,2.4143546580229454,4.407547022074263,-1.102575982985596,-5.212560720427012,7.055366344742254,13.653252118299127,0.8921650068364477,-1.3114728317275401,-0.04810206160194919,0.99668769353922,1.8271574910921713,-0.38982940112151016,-13.690480219073395,-0.22137937894970303,7.355807273880426,-0.5279105851546341,-0.3977717265755261,3.472767740468953,-3.779466421319527,0.9385312468836323,4.354993198887482,-3.0653901154072676
4,573c8ea8864fce1a9a5fbf7a,39.758166784699995,-105.05101602399999,476286.0,-1.3793558454366475,35.756555738812146,-23.05388710945748,-44.57760906987628,2.4043858537147043,3.584385869681629,-3.4870741853703735,-2.586564415571109,17.557070097245816,5.385377624095316,-4.754003107516643,-13.554036328225317,-40.96107732824793,21.482711163945442,4.054926166850775,-23.480405717752973,0.7157206629450186,34.10776641592827,5.769601436747582,-15.00266864436377,-8.13136209785454,-1.5524888722357102,-7.212562220138627,7.7771453241842625,-2.23154769799894,-30.167184524879328,-18.078926101884612,6.28951000930566,27.314748434132333,-29.323931152438607
5,573c9148864fce1a9a616174,39.7534018839,-105.05847740600001,476286.0,1.2553679652782757,-0.24751387683827844,-4.184849780570976,14.425448284660293,-3.0704331113764454,-3.626938874753338,-1.358389655152253,-6.075749521429168,6.870160247395923,8.440514353576916,-3.1149303641224413,-6.444694247056988,-15.869313639197538,0.9030111023233585,2.404931008114529,-6.1742179044554275,-0.015075763068032242,3.0463735223914155,0.49663252752875237,-3.482378377448066,-2.3125676822874746,2.1985972126724525,-5.289425484225178,6.174122322545421,-0.5351311801195668,-5.5000307788023655,-4.7743013448067035,1.8645145149824467,11.131496454699487,-11.22671869770108
6,573c939cf0fe6e735ac36de1,39.7522045323,-105.061677179,476286.0,2.908743983506379,3.0327179714263366,-12.75369835289828,43.68888792357582,-9.794230679031449,-12.386662686948883,-3.3616535086650443,-19.997134221979643,18.67302990137035,24.187159975997385,-9.244619127660629,-20.788236643280296,-46.47817104710454,-1.7665958418924594,8.872293872523537,-10.551205310023454,0.16046708422140715,11.2074008449428,0.16541592719572532,-14.034864129108826,3.393853895465518,11.71653242208137,-24.33498559880055,23.32630596611166,-0.8813834103901134,-18.615167561486974,-8.174677198290762,2.9766370039392824,24.501539057162432,-16.456362327419345
7,573c9667f0fe6e735ac51891,39.6588364948,-105.00826269299999,476512.0,0.011723878526408483,-0.46931833104164783,-0.35250794238473343,2.0964755729326345,-0.25893981282802414,-0.15219342959590437,-0.23573967474357888,-0.0823690714133831,0.555445396668187,1.3677665091377733,-0.3177034918849709,-1.3118422456281407,0.6473118380091185,1.5148326657612343,-0.2877132263632535,-0.6078141725457217,-0.03541096392527097,-0.3921449309379426,0.5763449431825001,0.30933770572210195,-3.560188653826363,-0.171952698078024,1.4409548276679032,-0.008040410773988307,-0.02594894390026961,0.8157109015668257,-0.1185880723425962,-0.018352574876390335,0.2161916867672518,0.6360695555006204
8,573c9892f0fe6e735ac6603f,39.7508279317,-105.084246401,476286.0,-0.37838263678873074,-6.882269572776816,3.722473596888829,13.768507288195329,-5.974353985153096,-7.011541762859647,-1.865093325494191,-10.072407332990824,6.688452974464432,19.32094875322546,-6.339142327821666,-22.68643439219686,-22.98984552502838,-3.384012439920684,5.307105886678922,-1.4696067731332616,0.03220121322573806,2.351683549288825,-2.9862396895615833,1.4124984316818108,13.14022357686447,1.780687143057739,0.7954074594312134,-2.1797107716852353,-0.930210612715126,-12.452338767392328,4.286835785909306,1.7199977712655514,0.7406883163604381,-9.157809320359704
9,573c9d7b3e952e1912d9f567,39.7897248502,-105.14207177,476286.0,-0.02362825698846583,-0.18561619159573528,-0.48233081588212123,4.751173033175514,-0.8105812484302582,-1.2129743148768009,-0.05455890199525496,-1.704626579643498,0.3385862216121424,3.2052950788519876,-0.9156825046775896,-4.068086336499978,-3.8488097682611504,-1.619394127648215,-0.03348886702294962,-0.3505250088841474,-0.007051832597055767,-0.9556964760712068,-0.491531598952851,0.45172778216147025,1.7772961003908838,-1.2289280414945714,-1.2046170457133443,1.385039074213524,0.05080178642084604,-0.5503353071988422,0.10855366078227774,-0.03659059582663852,0.02049963782447562,0.06847871748539038
