lat,lng,messid
39.75666584132156,-105.05830129436059,573d75df3e952e19124d9bbb
39.76805695280537,-105.03946500440574,573d7c7b864fce1a9ae17c7d
39.70954456238759,-105.05586207670278,573d8afc864fce1a9aecb3d2
39.685233999234356,-105.0333262800948,573d8c65f0fe6e735a4c2a7c
39.684126947364476,-105.02217168189371,573d8f1df0fe6e735a4e23cb
39.682205471542744,-105.03913586265342,573d9ecef0fe6e735a594f38
39.68287428933377,-105.02422404788074,573da73e3e952e191271d7e1
39.68974109168466,-105.02357326613067,573dabba864fce1a9a040cb9
39.68322641111614,-105.01999981972624,573db012f0fe6e735a64d60d
39.68340901547778,-105.0434965752995,573db179f0fe6e735a65bf22
39.69823666669259,-105.00606041155756,573db2d4864fce1a9a08ad0c
39.67828259774638,-104.9979629003258,573db432864fce1a9a097f80
39.6821136686241,-104.99901493054135,573db6fa864fce1a9a0b2785
39.69248411970718,-105.02999831124205,573db8563e952e19127ce42f
39.673253117245025,-105.00063763450419,573db9dc3e952e19127de28f
39.674318426729805,-104.99984484015634,573dbb3e3e952e19127ec2b8
39.67393743616716,-105.00571043203634,573dbca2f0fe6e735a6c902e
39.728306728083474,-105.07896730591621,573dc4e53e952e191284fd9e
39.662215899777976,-104.99851796583593,573dc6a4864fce1a9a151a56
39.685376358141134,-105.00493948774545,573dc811864fce1a9a1605cb
39.79312085744681,-105.05011551666067,573ded7c864fce1a9a2dd815
39.78686848654503,-105.12195163130329,573deef3f0fe6e735a8b9fd0
39.754485282010734,-105.02451094412226,573def3a3e952e19129f4002
39.749485660943215,-105.07142007614807,573df05c864fce1a9a2f7de9
39.76744846511582,-105.06606662301783,573df1c9864fce1a9a306258
39.75309108099384,-105.07794372624404,573df336864fce1a9a312e01
39.76843403295795,-105.08053450324559,573df49e864fce1a9a3200b6
39.78722560341023,-105.05525011279983,573df6083e952e1912a35a3d
39.81835174551011,-105.05237617856191,573df7773e952e1912a431c4
39.795626931489295,-105.10407640054568,573df857f0fe6e735a91191a
39.82089884599648,-105.12956786823092,573e0287864fce1a9a39fa09
39.70190855908333,-105.0102717123852,573eaab73e952e1912016291
39.67335371540896,-104.99343259526312,573eac0d864fce1a9a91e68d
39.81851657619453,-105.18032116407775,573eb2933e952e191205f7a7
39.69074738385791,-105.04440205511868,573eb6b7864fce1a9a981c83
39.711139810465006,-104.99544002833781,573eb927f0fe6e735af52e4f
39.68020794513296,-105.03015739991568,573eb9df864fce1a9a99f900
39.67583734285047,-104.99916405187022,573ebb52f0fe6e735af66b83
39.7823622154983,-105.0458380557271,573ebc5d864fce1a9a9b7bc8
39.70053046745319,-104.99830003616526,573ebe2af0fe6e735af83c36
39.7174463488261,-105.01735495097331,573ec62b3e952e191212cf6d
39.728389179852655,-105.03398574665299,573ec7913e952e191213ca40
39.762325248576175,-105.03182149691332,573ecc28f0fe6e735a024bed
39.72236472840993,-104.97800109947036,573ecd94f0fe6e735a03468f
39.80960493669191,-105.1379537313987,573ef983f0fe6e735a2112b5
39.70815865283302,-105.05215754121937,573efc7b864fce1a9ac78f1f
39.80807204042068,-105.1312325091039,573f082cf0fe6e735a2a560c
39.70601693221524,-105.0456310760608,573f0c1c3e952e19124218a0
39.70998610488694,-105.06510838739106,573f0e9e864fce1a9ad2e6a2
39.776776587735846,-105.12846394533067,573f1134f0fe6e735a2fd2ea
39.824719216587795,-105.13356183734234,573f129a864fce1a9ad55e0a
39.78730760661048,-105.0852519786313,573f28023e952e191253b308
39.81867893479823,-105.0537933209786,573f2ae8864fce1a9ae4ab46
39.81112244144601,-105.05243846663836,573f2d213e952e191256eb61
39.82256521263883,-105.05316599355555,573f31aaf0fe6e735a43f3fc
39.74672723091508,-105.01995227595101,573f32a83e952e19125a538e
39.672528788512345,-104.9998200928662,573f350e3e952e19125bbb11
39.682640953324864,-105.03497415914589,573f36e1864fce1a9aebe77a
39.72459885330433,-105.04191408674713,573f38453e952e19125daeb8
39.67031603120208,-105.017289136504,573f3865f0fe6e735a47f180
39.76981060582414,-105.09354796531751,573f396f864fce1a9aed70a3
39.69658222400732,-105.03691912981259,573f39acf0fe6e735a48ad20
39.68346284113539,-105.04089939144227,573f39c83e952e19125e8c75
39.696150501124286,-105.02700466947655,573f3b10f0fe6e735a498173
39.67828430607598,-105.0251876414641,573f3b28f0fe6e735a498de8
39.696433578495636,-105.06270228066394,573f3c763e952e1912601d8a
39.67004301237287,-105.00130857718953,573f3c9e864fce1a9aef52aa
39.763537339176786,-105.09383707348692,573f3e853e952e1912615d74
